Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Sub_metering_4,years,month,day_of_month,is_weekend,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,dawn,morning,noon,afternoon,evening,midnight,Global_active_power
0.22083333,239.26517,10.473333,0.0,0.0,0.0,41.400555,2007,10,17,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.4840333
0.1139,237.7985,12.973333,0.0,0.3,14.4,36.668335,2007,10,17,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.0821
0.10876667,240.9095,5.7466664,0.0,0.3,5.983333,16.563334,2007,10,17,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.3708
0.0736,244.52716,1.6233333,0.0,0.3,0.0,6.1772223,2007,10,17,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.38863334
0.0714,242.62134,1.48,0.0,0.06666667,0.0,5.9216666,2007,10,18,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.3593
0.077766664,240.94867,1.5133333,0.0,0.23333333,0.0,5.696111,2007,10,18,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.35576665
0.07043333,242.82483,1.4966667,0.0,0.3,0.0,5.6116667,2007,10,18,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.3547
0.06453333,242.577,1.29,0.0,0.3,0.0,4.8766665,2007,10,18,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.3106
0.087866664,242.255,1.4033333,0.0,0.13333334,0.0,5.273333,2007,10,18,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.3244
0.067666665,241.898,1.3066666,0.0,0.16666667,0.0,4.965,2007,10,18,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.3079
0.06386667,238.919,3.13,0.0,0.28333333,2.05,9.638888,2007,10,18,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.7183333
0.089833334,239.437,5.8966665,0.0,0.3,11.75,11.41,2007,10,18,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.4076
0.0819,238.6965,8.066667,0.0,0.15,17.5,14.465555,2007,10,18,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.9269333
0.1027,238.1225,6.2566667,0.0,0.13333334,17.383333,7.3883333,2007,10,18,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.4943
0.0773,236.58366,5.52,0.0,0.3,16.816668,4.8133335,2007,10,18,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.3158
0.0573,238.26184,1.5533333,0.0,0.3,0.0,5.8133335,2007,10,18,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.3668
0.15063334,237.14983,6.69,0.0,0.15,17.166666,8.9777775,2007,10,18,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.5776666
0.10293333,239.81084,2.4666667,0.0,0.13333334,2.8666666,6.4116664,2007,10,18,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.5647
0.07876667,239.94133,1.97,0.0,0.3,0.0,7.458889,2007,10,18,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.46553335
0.071166664,240.27167,1.4,0.0,0.28333333,0.0,5.1566668,2007,10,18,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.3264
0.053766668,240.16367,1.3033333,0.0,0.21666667,0.0,4.851111,2007,10,18,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.30406666
0.0754,239.68367,3.6366668,0.0,0.083333336,9.2,5.1494446,2007,10,18,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.8659667
0.0666,238.19633,1.4366666,0.0,0.3,0.0,5.3166666,2007,10,18,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.337
0.0828,234.8365,7.0266666,0.0,0.28333333,0.0,27.214445,2007,10,18,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.6498667
0.16726667,237.20583,10.253333,0.13333334,0.26666668,16.033333,24.045555,2007,10,18,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.4287333
0.08843333,238.34267,14.283334,9.05,0.016666668,17.416666,30.212778,2007,10,18,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.4017668
0.11683334,242.4185,11.346666,10.183333,0.3,18.0,17.401112,2007,10,18,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.7530668
0.0745,244.04066,5.6833334,0.0,0.28333333,18.216667,4.693889,2007,10,18,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.3916334
0.09353333,241.06534,4.65,0.0,0.3,13.683333,4.793333,2007,10,19,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.1266
0.0505,241.84584,1.2033334,0.0,0.0,0.0,4.606111,2007,10,19,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.27636668
0.07373333,242.33333,1.2966666,0.0,0.3,0.0,4.637778,2007,10,19,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.29626667
0.08116667,241.19116,1.3266667,0.0,0.28333333,0.0,4.7394447,2007,10,19,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.30136666
0.0634,240.756,1.26,0.0,0.3,0.0,4.5311112,2007,10,19,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.28986666
0.0556,240.66716,1.24,0.0,0.0,0.0,4.7272224,2007,10,19,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.28363332
0.076,238.557,5.963333,0.0,0.28333333,4.7,18.182777,2007,10,19,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.3899666
0.08556667,238.54767,12.24,0.0,0.28333333,17.433332,31.197222,2007,10,19,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.9348333
0.054566666,237.025,8.733334,0.0,0.28333333,17.233334,17.257778,2007,10,19,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.0864666
0.053833332,236.56084,6.9133334,0.0,0.0,17.15,10.421667,2007,10,19,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.6543
0.0756,235.68,10.953333,9.866667,6.4666667,17.033333,9.635,2007,10,19,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.5801
0.20543334,234.9195,18.56,11.766666,24.25,16.933332,19.19111,2007,10,19,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.328467
0.12003333,237.33434,12.536667,0.016666668,16.65,17.266666,15.231111,2007,10,19,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.9498668
0.07596666,239.436,6.61,0.0,0.3,17.566668,8.454444,2007,10,19,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.5792667
0.079566665,240.0365,5.92,0.0,0.26666668,17.65,5.9633336,2007,10,19,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.4328
0.055866666,241.11484,5.7733335,0.0,0.033333335,17.8,5.496667,2007,10,19,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.3998
0.101733334,242.54,3.8633332,0.0,0.3,10.183333,4.9833336,2007,10,19,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.928
0.0774,243.28383,1.2966666,0.0,0.3,0.0,4.5322223,2007,10,19,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.28993332
0.0923,239.73967,3.44,0.0,0.3,0.0,13.316112,2007,10,19,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.81696665
0.059766665,236.946,8.103333,0.0,0.15,0.0,31.782223,2007,10,19,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.9159334
0.11793333,239.36417,8.293333,0.0,0.13333334,0.0,32.704445,2007,10,19,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.9702667
0.11343333,239.86084,5.9466667,0.0,0.3,0.0,23.349445,2007,10,19,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.4189667
0.074933335,240.22417,4.943333,0.0,0.28333333,0.0,19.571667,2007,10,19,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.1913
0.08676667,242.623,5.41,0.0,0.3,9.5,12.191112,2007,10,19,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.3194667
0.044566665,243.09084,3.2766666,0.0,0.0,4.5333333,8.805,2007,10,20,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.8003
0.097666666,242.87984,2.52,0.0,0.28333333,0.0,9.7300005,2007,10,20,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.6008
0.082333334,244.4155,1.3433334,0.0,0.28333333,0.0,4.68,2007,10,20,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.2978
0.08416667,243.55716,1.33,0.0,0.3,0.0,4.6738887,2007,10,20,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.29843333
0.06453333,243.409,1.26,0.0,0.0,0.0,4.8094444,2007,10,20,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.28856668
0.06283333,243.436,1.2366667,0.0,0.28333333,0.0,4.452778,2007,10,20,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.28416666
0.087733336,243.73816,1.3333334,0.0,0.28333333,0.0,4.9533334,2007,10,20,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.3142
0.060833335,241.93066,4.2733335,0.0,0.3,2.9333334,13.926111,2007,10,20,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0295666
0.0835,242.0605,8.09,0.0,0.0,17.95,14.71,2007,10,20,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1.9596
0.10786667,241.917,5.9733334,0.0,0.28333333,17.933332,5.8783336,2007,10,20,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1.4457
0.12026667,240.771,6.0833335,0.0,0.28333333,17.766666,6.4983335,2007,10,20,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1.4729
0.25123334,241.4535,7.4666667,0.0,0.28333333,17.85,11.631111,2007,10,20,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1.7858666
0.1144,241.43483,9.286667,10.383333,0.0,17.866667,9.064445,2007,10,20,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2.2388666
0.14253333,242.8435,5.27,5.1,0.28333333,5.483333,9.578889,2007,10,20,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1.2267333
0.1569,241.82883,10.45,15.3,0.28333333,15.7,10.45,2007,10,20,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2.504
0.0778,242.99916,7.613333,8.6,0.28333333,12.566667,9.0,2007,10,20,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1.827
0.14446667,241.6995,7.78,0.0,0.0,17.9,13.280556,2007,10,20,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1.8708333
0.064833336,239.037,6.3766665,0.0,0.28333333,17.516666,7.8294444,2007,10,20,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1.5377667
0.089833334,237.98134,5.923333,0.0,0.28333333,17.366667,6.0938888,2007,10,20,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1.4246334
0.09803333,237.03683,5.9933333,0.0,0.2,17.233334,6.4572225,2007,10,20,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1.4334333
0.052,237.44583,5.93,0.0,0.083333336,17.283333,6.3194447,2007,10,20,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1.4211667
0.06933333,242.028,2.2833333,0.0,0.28333333,2.5333333,6.1016665,2007,10,20,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5351
0.103366666,243.77066,1.8,0.0,0.28333333,0.0,6.657778,2007,10,20,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.41646665
0.0647,243.031,2.66,0.0,0.083333336,0.0,10.864445,2007,10,20,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.65686667
0.0672,242.0465,3.8233333,0.0,0.2,0.0,15.353333,2007,10,21,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9332
0.075433336,242.4565,1.3633333,0.0,0.28333333,0.0,5.0744443,2007,10,21,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.32146665
0.06516667,243.6475,1.2566667,0.0,0.28333333,0.0,4.616667,2007,10,21,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.294
0.06293333,243.99083,1.2266667,0.0,0.0,0.0,4.858333,2007,10,21,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.2915
0.058266666,243.8375,1.2366667,0.0,0.28333333,0.0,4.5244446,2007,10,21,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.28846666
0.0898,244.90134,1.3366667,0.0,0.28333333,0.0,4.9711113,2007,10,21,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.31526667
0.044033334,242.84883,4.1566668,0.0,0.26666668,12.1,4.5455556,2007,10,21,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0147333
0.0664,243.85466,1.8133334,0.0,0.0,2.2333333,4.9438887,2007,10,21,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.43063334
0.06333333,241.8235,2.73,0.0,0.28333333,0.0,10.161667,2007,10,21,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.6267
0.0916,241.01334,1.9,0.0,0.3,0.0,6.7994447,2007,10,21,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.42596668
0.048433334,242.62984,1.3466667,0.0,0.033333335,0.0,5.251111,2007,10,21,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.31706667
0.15333334,239.39633,9.706667,8.066667,8.383333,13.166667,8.628889,2007,10,21,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2.2947333
0.26763332,239.13983,13.566667,19.816668,0.3,17.533333,15.683888,2007,10,21,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3.2000334
0.11703333,239.52417,13.72,0.18333334,26.266666,15.066667,12.56,2007,10,21,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3.2446
0.1239,243.33533,11.036667,8.4,3.9666667,18.116667,13.816112,2007,10,21,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2.6579666
0.1036,241.31017,15.63,9.2,24.7,17.833334,10.613889,2007,10,21,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3.7408333
0.0546,240.63516,7.3533335,0.0,5.05,11.6,11.851111,2007,10,21,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1.7100667
0.20663333,241.278,2.9766667,0.0,0.3,0.0,10.709444,2007,10,21,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6605667
0.251,241.17334,3.7633333,0.0,0.3,0.0,14.051666,2007,10,21,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8611
0.20636667,236.6055,9.68,0.0,0.28333333,0.0,37.974445,2007,10,21,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2.2954667
0.11923333,237.65683,13.103333,6.65,0.25,11.016666,33.916668,2007,10,21,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3.11
0.052366666,238.53833,7.36,1.1333333,0.033333335,3.2166667,24.937222,2007,10,21,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1.7592334
0.10036667,240.54333,5.2,8.416667,0.28333333,0.0,11.694445,2007,10,21,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1.2236667
0.07846667,243.59117,1.5533333,0.0,0.28333333,0.0,5.5233335,2007,10,21,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.3484
0.08856667,240.40416,1.51,0.0,0.3,0.0,5.2144446,2007,10,22,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.33086666
0.041033335,240.24916,1.3466667,0.0,0.0,0.0,4.92,2007,10,22,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.2952
0.087,242.87416,1.4933333,0.0,0.28333333,0.0,5.2377777,2007,10,22,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.33126667
0.06976666,243.434,1.4633334,0.0,0.28333333,0.0,5.1327777,2007,10,22,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.32496667
0.09136666,243.05533,2.6633334,0.0,0.28333333,4.633333,5.436111,2007,10,22,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.62116665
0.0444,242.5315,2.6266668,0.0,0.0,5.2166667,4.9055557,2007,10,22,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.60733336
0.10836667,241.4765,5.7533336,0.0,0.28333333,10.483334,11.996667,2007,10,22,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.3658
0.08766667,240.16966,8.423333,0.0,0.28333333,17.683332,15.800556,2007,10,22,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.0260334
0.112833336,238.06433,10.183333,0.0,0.23333333,17.366667,22.788889,2007,10,22,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.4233334
0.057,236.69833,8.78,0.0,0.05,17.183332,17.584444,2007,10,22,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.0890667
0.07066666,238.47433,6.0133333,0.0,0.28333333,17.433332,6.4288893,2007,10,22,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.4487333
0.0719,237.63417,5.556667,0.0,0.28333333,17.316668,4.5905557,2007,10,22,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.3314333
0.054366667,239.05783,5.4566665,0.0,0.15,17.516666,4.4361115,2007,10,22,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.3261666
0.07276667,238.5995,5.5233335,0.0,0.13333334,17.45,4.6561112,2007,10,22,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.3343667
0.07706667,242.28133,5.59,0.0,0.28333333,17.983334,4.505,2007,10,22,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.3663
0.096766666,243.0245,5.7233334,0.0,0.28333333,18.1,4.802778,2007,10,22,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.3911667
0.045666665,241.48,5.48,0.0,0.0,17.85,4.51,2007,10,22,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.3416
0.084533334,241.506,5.64,0.0,0.28333333,17.866667,4.763889,2007,10,22,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.3748333
0.07653333,239.8235,2.9466667,0.0,0.28333333,3.0333333,8.175,2007,10,22,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.6895
0.17176667,235.79367,6.6966667,0.0,0.28333333,0.0,25.852222,2007,10,22,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.5681334
0.052866668,239.64534,5.536667,0.0,0.0,0.0,22.193333,2007,10,22,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.3316
0.1077,241.1115,5.05,0.0,0.28333333,0.0,19.869444,2007,10,22,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.2091666
0.077633336,241.8465,3.5433333,0.0,0.28333333,0.0,13.94,2007,10,22,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.8534
0.09193333,243.85434,2.34,0.0,0.15,0.0,9.297222,2007,10,22,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5668333
0.059233334,242.2215,4.5233335,0.0,0.13333334,13.566667,4.603889,2007,10,23,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0982333
0.07963333,244.23666,1.2766666,0.0,0.26666668,0.0,4.623889,2007,10,23,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.29343334
0.08783333,244.20483,1.3033333,0.0,0.28333333,0.0,4.7294445,2007,10,23,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.30076668
0.045433335,243.661,1.1666666,0.0,0.0,0.0,4.4344444,2007,10,23,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.26606667
0.09093333,242.48167,1.3533334,0.0,0.28333333,0.0,4.752222,2007,10,23,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.30213332
0.062033333,241.83017,1.23,0.0,0.28333333,0.0,4.303889,2007,10,23,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.27523333
0.07943334,241.4825,1.3133334,0.0,0.083333336,0.0,4.881111,2007,10,23,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.29786667
0.0566,239.30183,8.3133335,0.0,0.2,1.0833334,31.716112,2007,10,23,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.9799666
0.09286667,239.127,9.773334,0.0,0.26666668,17.55,21.158888,2007,10,23,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.3385334
0.06796667,239.603,5.69,0.0,0.23333333,17.616667,5.19,2007,10,23,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.3824
0.07383333,240.4095,5.5666666,0.0,0.05,17.716667,4.845556,2007,10,23,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.3567333
0.07406667,239.4125,5.5,0.0,0.26666668,17.583334,4.4188886,2007,10,23,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.3361334
0.07626667,240.9,4.056667,0.0,0.28333333,11.4,4.662778,2007,10,23,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.98076665
0.054166667,241.96,1.2,0.0,0.0,0.0,4.5927777,2007,10,23,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.27556667
0.0847,245.58284,1.3066666,0.0,0.28333333,0.0,4.633333,2007,10,23,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.295
0.0938,244.69284,1.5333333,0.05,0.28333333,0.0,5.642778,2007,10,23,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.35856667
0.15753333,241.442,12.166667,8.65,18.966667,6.8,13.7294445,2007,10,23,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2.8887668
0.14503333,238.73367,19.016666,9.083333,35.116665,17.483334,13.456111,2007,10,23,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4.5083666
0.07596666,236.95117,8.87,0.0,3.4166667,17.216667,14.405,2007,10,23,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2.1023
0.0603,235.823,10.556666,0.0,0.3,17.066668,24.404444,2007,10,23,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2.5062666
0.0907,239.037,11.296667,0.0,0.3,17.516666,27.417223,2007,10,23,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2.7140334
0.1823793,240.29965,9.268966,0.0,2.8793104,1.7241379,32.000576,2007,10,23,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2.1962414
0.13516666,242.21666,8.26,0.0,21.433332,0.0,11.274445,2007,10,23,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.9624667
0.10493334,243.9225,2.6666667,0.0,0.9166667,3.7333333,5.930556,2007,10,23,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.63483334
0.09136666,242.38116,3.4233334,0.0,0.5,8.183333,5.002222,2007,10,24,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.8211333
0.08386666,240.964,1.36,0.0,0.48333332,0.0,4.6605554,2007,10,24,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.30863333
0.061,242.69966,1.2366667,0.0,0.26666668,0.0,4.5655556,2007,10,24,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.28993332
0.06496666,242.107,1.28,0.0,0.36666667,0.0,4.516667,2007,10,24,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.293
0.09063333,241.07834,1.3766667,0.0,0.48333332,0.0,4.79,2007,10,24,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3164
0.060266666,241.634,1.25,0.0,0.46666667,0.0,4.293889,2007,10,24,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.28563333
0.08713333,242.86934,1.3466667,0.0,0.083333336,0.0,4.9494443,2007,10,24,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.30196667
0.07086667,240.42767,5.9266667,0.0,0.2,2.2333333,20.981667,2007,10,24,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.4049
0.0777,237.91034,7.866667,0.0,0.28333333,17.366667,13.783889,2007,10,24,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.8860333
0.0687,239.92084,5.61,0.0,0.3,17.65,4.7694445,2007,10,24,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.3631667
0.0454,238.9715,5.693333,0.0,0.0,17.5,5.3694444,2007,10,24,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.3721666
0.235,238.056,10.856667,18.083334,0.28333333,17.383333,7.3283334,2007,10,24,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.5847
0.1613,241.26717,4.633333,6.016667,0.28333333,6.0333333,5.775,2007,10,24,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0865
0.07333333,242.594,1.5533333,0.16666667,0.06666667,0.0,5.597778,2007,10,24,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.34986666
0.17463334,244.082,4.3433332,8.516666,0.21666667,0.0,8.12,2007,10,24,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.0112
0.10676666,245.44267,3.8566666,8.883333,0.28333333,0.0,6.053889,2007,10,24,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.91323334
0.1017,243.75233,1.58,0.0,0.26666668,0.0,5.4783335,2007,10,24,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.3447
0.063433334,241.85716,1.9566667,0.0,0.016666668,0.0,7.6766667,2007,10,24,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.4616
0.11593334,238.49583,6.2766666,0.0,0.28333333,0.0,24.612778,2007,10,24,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.4937667
0.105566666,234.54216,16.11,19.416666,0.26666668,7.516667,35.743332,2007,10,24,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.7766
0.1187,235.61816,13.51,2.6,0.0,17.033333,33.41722,2007,10,24,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.1830332
0.1454,237.2715,13.796667,0.0,0.28333333,17.283333,36.92389,2007,10,24,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.2694333
0.13533333,240.30333,12.953333,7.483333,0.28333333,17.7,26.49,2007,10,24,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.1174
0.107366666,245.15233,3.56,3.15,0.1,6.0333333,5.0322223,2007,10,24,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.8589333
0.0717,243.54967,2.7033334,6.383333,0.18333334,0.0,4.2944446,2007,10,25,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.65166664
0.0923,241.58583,1.21,0.0,0.28333333,0.0,4.582778,2007,10,25,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.29196668
0.07413334,243.839,1.1466666,0.0,0.28333333,0.0,4.266667,2007,10,25,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.273
0.0694,244.045,1.13,0.0,0.0,0.0,4.512778,2007,10,25,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.27076668
0.0733,242.573,1.1366667,0.0,0.28333333,0.0,4.321111,2007,10,25,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.27626666
0.0711,242.638,1.13,0.0,0.28333333,0.0,4.2527776,2007,10,25,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.27216667
0.08083333,241.97017,6.7433333,0.0,0.0,6.35,20.27389,2007,10,25,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.5974333
0.0837,237.9555,13.596666,0.0,0.26666668,17.366667,36.35,2007,10,25,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3.239
0.08066667,236.849,10.463333,0.0,0.28333333,17.2,23.912777,2007,10,25,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2.4837666
0.093033336,239.871,7.2733335,0.0,0.16666667,17.65,11.517777,2007,10,25,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.7600666
0.0467,237.96,5.42,0.0,0.1,17.366667,4.2433333,2007,10,25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.3026
0.06666667,235.82817,5.4933333,0.0,0.28333333,17.05,4.39,2007,10,25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.3034
